CERT,NAME,CITY
58558,SOUTHERN STATES BANK,ANNISTON
58563,SELECT BANK,FOREST
58564,FLUSHING BANK,UNIONDALE
58581,TEXAS PARTNERS BANK,SAN ANTONIO
58584,AMERICAN PRIDE BANK,MACON
58586,TURTLE MOUNTAIN STATE BANK,BELCOURT
58588,PARTNERS BANK OF CALIFORNIA,MISSION VIEJO
58590,NANO BANC,IRVINE
58595,CHAIN BRIDGE BANK NA,MCLEAN
58596,CARTER BANK&TRUST,MARTINSVILLE
58597,PEOPLEFIRST BANK,JOLIET
58602,RELIANCE BANK,FARIBAULT
58615,VICTORY BANK,LIMERICK
58619,MRV BANKS,SAINTE GENEVIEVE
58626,GBANK,LAS VEGAS
58629,STELLAR BANK,HOUSTON
58636,FIRST CAHAWBA BANK,SELMA
58644,FIRST COLONY BANK OF FLORIDA,MAITLAND
58647,FIRST FOUNDATION BANK,IRVINE
58648,CROSSFIRST BANK,LEAWOOD
58657,PROMISEONE BANK,DULUTH
58658,LOCUS BANK INC,RICHMOND
58665,LIVE OAK BANKING CO,WILMINGTON
58668,SPRING BANK,BRONX
58675,HANOVER COMMUNITY BANK,GARDEN CITY PARK
58678,GATEWAY COMMERCIAL BANK,MESA
58680,GREAT NATIONS BANK,NORMAN
58687,TOUCHMARK NATIONAL BANK,ALPHARETTA
58689,SOUTH ATLANTIC BANK,MYRTLE BEACH
58691,BLUEHARBOR BANK,MOORESVILLE
58692,INTRACOASTAL BANK,PALM COAST
58694,PRIME MERIDIAN BANK,TALLAHASSEE
58696,FVCBANK,FAIRFAX
58712,FREEDOM BANK,MAYWOOD
58716,THIRD COAST BANK,HUMBLE
58722,MEADOWS BANK,LAS VEGAS
58723,BLACK HILLS CMTY BANK N A,RAPID CITY
58724,NEBRASKA BANK OF COMMERCE,LINCOLN
58727,ACCESS BANK,OMAHA
58732,COMMUNITY STATE BANK,LAMAR
58739,TEXAS SECURITY BANK,DALLAS
58741,FIELDPOINT PRIVATE B&T,GREENWICH
58745,FIRST NM BANK LAS CRUCES,LAS CRUCES
58752,NORTHWEST BANK,BOISE
58764,MINT NATIONAL BANK,KINGWOOD
58768,GUADALUPE BANK,KERRVILLE
58778,LIBERTY BANK,POULSBO
58780,SPRING BANK,BROOKFIELD
58783,OAKWORTH CAPITAL BANK,BIRMINGHAM
58789,GRAND RIVER BANK,GRANDVILLE
58796,PARKSIDE FINANCIAL B&T,CLAYTON
58806,GENUBANK,LAS VEGAS
58811,ONE FLORIDA BANK,ORLANDO
58816,ROYAL BUSINESS BANK,LOS ANGELES
58826,REDSTONE BANK,CENTENNIAL
58827,OAK VIEW NATIONAL BANK,WARRENTON
58852,LIBERTY CAPITAL BANK,ADDISON
58857,NEW HORIZON BANK NA,POWHATAN
58859,CORNERSTONE BANK,LEXINGTON
58864,COASTAL CAROLINA NB,MYRTLE BEACH
58892,GUARANTY BANK,SPRINGFIELD
58935,R BANK,ROUND ROCK
58952,NEW HAVEN BANK,NEW HAVEN
58961,LAKESIDE BANK,LAKE CHARLES
58979,BANKUNITED NATIONAL ASSN,MIAMI LAKES
59043,STIFEL TRUST CO DELAWARE NA,GREENVILLE
59052,NBH BANK,GREENWOOD VILLAG
59070,HARBORONE BANK,BROCKTON
59074,BANK OF BIRD-IN-HAND,BIRD IN HAND
59086,PRIMARY BANK,BEDFORD
59093,INTERNATIONAL BK OF COM,OKLAHOMA CITY
59098,INFINITY BANK,SANTA ANA
59099,ENDEAVOR BANK,SAN DIEGO
59105,WINTER PARK NATIONAL BANK,WINTER PARK
59106,BEACON COMMUNITY BANK,MOUNT PLEASANT
59108,CHARLES SCHWAB TRUST BANK,WESTLAKE
59112,STUDIO BANK,NASHVILLE
59113,GRASSHOPPER BANK N A,NEW YORK
59114,COMMERCEONE BANK,BIRMINGHAM
59117,LEXICON BANK,LAS VEGAS
59138,MI BANK,BLOOMFIELD TOWNS
59140,GULFSIDE BANK,SARASOTA
59143,NEW VALLEY BANK&TRUST,SPRINGFIELD
59144,OHIO STATE BANK,BEXLEY
59148,WATERMARK BANK,OKLAHOMA CITY
59149,GENERATIONS COMMERCIAL BANK,SENECA FALLS
59154,PIERMONT BANK,NEW YORK
59157,AMERICAN BK OF THE CAROLINAS,MONROE
59176,MILLYARD BANK,NASHUA
59177,SQUARE FINL SERVICES INC,SALT LAKE CITY
59178,TANDEM BANK,TUCKER
59181,GULF ATLANTIC BANK,KEY WEST
59182,LOYAL TRUST BANK,JOHNS CREEK
59183,TRUSTAR BANK,GREAT FALLS
59185,GULF CAPITAL BANK,HOUSTON
59188,TRIAD BUSINESS BANK,GREENSBORO
59190,VARO BANK NATIONAL ASSN,DRAPER
59193,FOUNDERS BANK,WASHINGTON
59195,FWBANK,CHICAGO
59199,RIVERSIDE BANK OF DUBLIN,DUBLIN
59203,SCOTTSDALE COMMUNITY BANK,SCOTTSDALE
59204,LEGACY BANK,MURRIETA
59205,NELNET BANK,DRAPER
59206,ROCKPOINTBANK NATIONAL ASSN,CHATTANOOGA
59209,CRAFT BANK,ATLANTA
59219,CLASSIC CITY BANK,ATHENS
59239,AGILITY BANK NATIONAL ASSN,HOUSTON
59245,GENESIS BANK,NEWPORT BEACH
59249,FIRST BANK OF CENTRAL OHIO,WORTHINGTON
59257,CLIMATE FIRST BANK,SAINT PETERSBURG
59262,INTEGRITY BANK FOR BUSINESS,VIRGINIA BEACH
59265,WATERFALL BANK,CLEARWATER
59273,GAINEY BUSINESS BANK,SCOTTSDALE
59278,LOCALITY BANK,FORT LAUDERDALE
59281,GULF COAST BUSINESS BANK,FORT MYERS
59283,INTEGRO BANK,PHOENIX
59285,MOULTRIE BANK&TRUST,MOULTRIE
59287,ENTREBANK,BLOOMINGTON
59289,WALDEN MUTUAL BANK,CONCORD
59290,BEACH CITIES COMMERCIAL BANK,IRVINE
59292,ADELPHI BANK,COLUMBUS
59296,BANK IRVINE,IRVINE
59298,BANK OF BURLINGTON,SOUTH BURLINGTON
59304,TEXAS TRADITIONS BANK,KATY
59305,COMMUNITY UNITY BANK,BIRMINGHAM
59306,EVERMORE BANK,FORT LAUDERDALE
59312,GS&L MUNICIPAL BANK,GOUVERNEUR
59314,ICON BUSINESS BANK,RIVERSIDE
59318,ZENITH BANK&TRUST,SCOTTSDALE
59324,NAVE BANK,SAN JUAN
59326,NOVA BANK,HUNTSVILLE
59330,FORTUNA BANK,GRANDVIEW HEIGHT
59339,ALTOS BANK,LOS ALTOS
59342,INTEGRITY BANK SSB,HOUSTON
59352,FOUR STATES BANK,CARTHAGE
59354,BANKMIAMI,MIAMI
59358,GALA BANK,OCALA
90040,HOME LOAN STATE BANK,GRAND JUNCTION
90140,ADAMS COMMUNITY BANK,ADAMS
90141,BANKPROV,AMESBURY
90146,ATHOL SAVINGS BANK,ATHOL
90169,BLUESTONE BANK,RAYNHAM
90173,EAST CAMBRIDGE SAVINGS BANK,CAMBRIDGE
90175,BANK OF CANTON,CANTON
90181,CLINTON SAVINGS BANK,CLINTON
90183,MIDDLESEX SAVINGS BANK,NATICK
90188,BANKESB,EASTHAMPTON
90190,MARTHAS VINEYARD BANK,EDGARTOWN
90191,EAGLE BANK,EVERETT
90196,BAYCOAST BANK,SWANSEA
90203,CAPE ANN SAVINGS BANK,GLOUCESTER
90206,GREENFIELD SAVINGS BANK,GREENFIELD
90208,PENTUCKET BANK,HAVERHILL
90211,HINGHAM INST FOR SVG,HINGHAM
90213,PEOPLESBANK,HOLYOKE
90215,AVIDIA BANK,HUDSON
90227,LOWELL FIVE CENT SB,TEWKSBURY
90229,WASHINGTON SAVINGS BANK,LOWELL
90234,MARBLEHEAD BANK,MARBLEHEAD
90235,MAIN STREET BANK,MARLBOROUGH
90245,MONSON SAVINGS BANK,MONSON
90250,INSTITUTION SVG NEWBURYPORT&,NEWBURYPORT
90251,NEWBURYPORT FIVE CENTS SB,NEWBURYPORT
90253,MOUNTAINONE BANK,NORTH ADAMS
90258,NORTH BROOKFIELD SB,NORTH BROOKFIELD
90259,NORTH EASTON SAVINGS BANK,SOUTH EASTON
90268,SEAMENS BANK,PROVINCETOWN
90282,CORNERSTONE BANK,SPENCER
90290,UNIBANK FOR SAVINGS,WHITINSVILLE
90291,SAVINGS BANK,WAKEFIELD
90297,WEBSTER FIVE CENTS SB,WEBSTER
90300,WESTFIELD BANK,WESTFIELD
90303,SOUTH SHORE BANK,SOUTH WEYMOUTH
90308,WINCHESTER SAVINGS BANK,WINCHESTER
90311,BAY STATE SAVINGS BANK,WORCESTER
90384,BANK OF LANDISBURG,LANDISBURG
91005,5STAR BANK,COLORADO SPRINGS
91280,BANK OF LITTLE ROCK,LITTLE ROCK
91325,CIBC NATIONAL TRUST CO,ATLANTA
