CERT,NAME,CITY
12079,CITIZENS COMMUNITY BANK,HAHIRA
12086,SAINTE MARIE STATE BANK,SAINTE MARIE
12087,SPRING VALLEY CITY BANK,SPRING VALLEY
12098,FIRST STATE BANK OF DONGOLA,DONGOLA
12107,FARMERS STATE BANK,ELMWOOD
12113,GERMANTOWN T&SB,BREESE
12121,BUCKLEY STATE BANK,BUCKLEY
12126,COUNTY BANK,SIGOURNEY
12128,CITIZENS SAVINGS BANK,SPILLVILLE
12135,LYNDON STATE BANK,LYNDON
12136,WILSON STATE BANK,WILSON
12139,FORD COUNTY STATE BANK,SPEARVILLE
12149,FIRST STATE BANK,IRVINGTON
12162,ELKTON BANK&TRUST CO,ELKTON
12163,FARMERS BANK OF MILTON,MILTON
12166,WEST POINT BANK,RADCLIFF
12201,CLEVELAND STATE BANK,CLEVELAND
12203,MERCHANTS&MARINE BANK,PASCAGOULA
12204,CITIZENS BK PHILADELPHIA MS,PHILADELPHIA
12207,BANK OF WINONA,WINONA
12208,BELGRADE STATE BANK,BELGRADE
12214,UNITED STATE BANK,LEWISTOWN
12219,FIRST STB OF ST CHARLES MO,ST. CHARLES
12220,COUNTY BANK,BRUNSWICK
12223,CALLAWAY BANK,FULTON
12225,FMB BANK,WRIGHT CITY
12226,PEOPLES BANK OF ALTENBURG,ALTENBURG
12229,FIRST BANK,ST. LOUIS
12230,PEOPLES BANK,CUBA
12232,BANK OF MONTICELLO,MONTICELLO
12241,WASHINGTON COUNTY BANK,BLAIR
12244,FIRST STATE BANK,FARNAM
12246,COMMERCIAL BANK,NELSON
12248,FIRST NEBRASKA BANK,VALLEY
12258,SOUTHWEST CAPITAL BANK,ALBUQUERQUE
12259,LEA COUNTY STATE BANK,HOBBS
12266,MECHANICS&FARMERS BANK,DURHAM
12283,FIRST STATE BANK,ANADARKO
12284,FARMERS&MERCHANTS BANK,DUKE
12285,CATTLEMENS BANK,ALTUS
12293,FARMERS STATE BANK,HOSMER
12298,COWBOY BANK OF TEXAS,MAYPEARL
12299,SOUTHSTAR BANK SSB,MOULTON
12303,CITIZENS STATE BANK,WOODVILLE
12305,COLUMBUS STATE BANK,COLUMBUS
12309,CITIZENS BANK NATIONAL ASSN,ABILENE
12315,FIRST STATE BANK,COLUMBUS
12322,CHIPPEWA VALLEY BANK,HAYWARD
12325,BANK OF CASHTON,CASHTON
12327,BANK OF MAUSTON,MAUSTON
12331,STATE BANK OF CHILTON,CHILTON
12349,COMMUNITY BANK OF CAMERON,CAMERON
12354,HUSTISFORD STATE BANK,HUSTISFORD
12365,FIRST NB OF ALLENDALE,ALLENDALE
12368,REGIONS BANK,BIRMINGHAM
12372,FOWLER STATE BANK,FOWLER
12383,CARROLLTON BANK,CARROLLTON
12384,JERSEY STATE BANK,JERSEYVILLE
12386,STATE BANK OF TOULON,TOULON
12388,WILLIAMSVILLE STATE B&T,WILLIAMSVILLE
12395,LENA STATE BANK,LENA
12402,EXCHANGE STATE BANK,LANARK
12410,LA SALLE STATE BANK,LA SALLE
12417,TRI-VALLEY BANK,RANDOLPH
12422,SECURITY STATE BANK,WELLINGTON
12425,DICKINSON COUNTY BANK,ENTERPRISE
12432,BAXTER STATE BANK,BAXTER SPRINGS
12437,RENASANT BANK,TUPELO
12441,HANCOCK WHITNEY BANK,GULFPORT
12444,STATE BANK OF COLD SPRING,COLD SPRING
12457,CITIZENS BANK OF EDINA,EDINA
12484,FIRST OKLAHOMA BANK,JENKS
12485,PAYNE COUNTY BANK,PERKINS
12493,PREMIER BANK NATIONAL ASSN,OMAHA
12501,CITIZENS STATE BANK,BUFFALO
12506,INDUSTRY STATE BANK,INDUSTRY
12511,ALLIANCE BANK,MONDOVI
12512,COMMUNITY FIRST BANK,ROSHOLT
12513,PARTNERS BANK OF WISCONSIN,MARSHFIELD
12514,IXONIA BANK,IXONIA
12517,BANK FIVE NINE,OCONOMOWOC
12531,PEOPLES BANK,MAGNOLIA
12549,BANK OF CALHOUN COUNTY,HARDIN
12585,HOPETON STATE BANK,HOPETON
12591,CONVERSE COUNTY BANK,DOUGLAS
12592,SECURITY STATE BANK,BASIN
12594,PUEBLO BANK&TRUST CO,PUEBLO
12602,FARMERS&DROVERS BANK,COUNCIL GROVE
12608,CITY BANK&TRUST CO,NATCHITOCHES
12609,PATTERSON STATE BANK,PATTERSON
12611,EVANGELINE BANK&TRUST CO,VILLE PLATTE
12614,ORIGIN BANK,CHOUDRANT
12616,LEGENDS BANK,LINN
12627,BANK OF WASHINGTON,WASHINGTON
12633,CENTRAL TRUST BANK,JEFFERSON CITY
12661,GREENLEAF BANK,GREENLEAF
12694,CITIZENS COMMUNITY BANK,PILOT GROVE
12706,STATE BANK,WATERLOO
12717,BRIDGE COMMUNITY BANK,MOUNT VERNON
12722,SICILY ISLAND STATE BANK,SICILY ISLAND
12745,BANK OF PRAGUE,PRAGUE
12757,FIRST STATE BANK,VALLIANT
12758,FARMERS STB ALLEN OKLAHOMA,ALLEN
12761,F&M BANK,EDMOND
12769,FIRST UNITED BANK,DIMMITT
12788,BARABOO STATE BANK,BARABOO
12814,PEOPLES STATE BANK,PRAIRIE DU CHIEN
12815,HOME STB NA,CRYSTAL LAKE
12828,FARMERS BANK FRANKFORT IN,FRANKFORT
12836,FIRST STATE BANK OF PORTER,PORTER
12839,FIRST FARMERS BANK&TRUST CO,CONVERSE
12854,CENTIER BANK,WHITING
12855,FARMERS STATE BANK,WATERLOO
12857,DENVER SAVINGS BANK,DENVER
12858,FARMERS TRUST&SAVINGS BANK,SPENCER
12865,SWEDISH-AMERICAN STATE BANK,COURTLAND
12869,FARMERS BANK&TRUST CO,MARION
12874,KATAHDIN TRUST CO,PATTEN
12885,PEOPLES BANK,CHESTERTOWN
12893,FIRST STATE BANK OF DECATUR,DECATUR
12899,MAYVILLE STATE BANK,MAYVILLE
12923,BREMER BANK NATIONAL ASSN,SAINT PAUL
12944,ORANGE BANK&TRUST CO,MIDDLETOWN
12956,BANK OF RICHMONDVILLE,COBLESKILL
12959,CATTARAUGUS COUNTY BANK,LITTLE VALLEY
12969,UNION BANK CO,COLUMBUS GROVE
12978,RICHWOOD BANKING CO,RICHWOOD
12980,CORN CITY STATE BANK,DESHLER
12982,CIVISTA BANK,SANDUSKY
12985,ELDERTON STATE BANK,ELDERTON
13000,ENNIS STATE BANK,ENNIS
13006,PECOS COUNTY STATE BANK,FORT STOCKTON
13012,FIRST COMMUNITY BANK,BLUEFIELD
13018,MINERS&MERCHANTS BANK,THOMAS
13020,FIRST EXCHANGE BANK,WHITE HALL
13025,FARMERS SAVINGS BANK,MINERAL POINT
13030,OAKWOOD BANK,PIGEON FALLS
13032,CITIZENS FIRST BANK,VIROQUA
13033,FARMERS STB OF WAUPACA,WAUPACA
13054,PARK BANK NATIONAL ASSN,HOLMEN
13055,CITIZENS BANK,MUKWONAGO
13058,HIAWATHA NATIONAL BANK,HAGER CITY
13063,KENNEBUNK SAVINGS BANK,KENNEBUNK
13068,COMMUNITY BANK&TRUST,NEOSHO
13071,TOWN&COUNTRY BANK,SALEM
13083,FIRST WESTERN BANK,BOONEVILLE
13102,LAKE CITY BANK,WARSAW
13107,CITIZENS STB NEW CASTLE,NEW CASTLE
13109,JACKSON COUNTY BANK,SEYMOUR
13111,HENDRICKS COUNTY B&T CO,BROWNSBURG
13112,OWEN COUNTY STATE BANK,SPENCER
13113,PEOPLES TRUST&SAVINGS BANK,BOONVILLE
13130,FRIENDSHIP STATE BANK,FRIENDSHIP
13157,KANZA BANK,KINGMAN
13167,BANK OF CLARKSON,CLARKSON
13179,FIRST COMMUNITY BANK,HARBOR SPRINGS
13195,UNION STATE BANK OF HAZEN,HAZEN
13196,PEOPLES STATE BANK,WESTHOPE
13198,CORNERSTONE BANK,FARGO
13209,FORT JENNINGS STATE BANK,FORT JENNINGS
13216,SAVINGS BANK,CIRCLEVILLE
13220,PEOPLES BANK CO,COLDWATER
13232,SECURITY STATE BANK,CENTRALIA
13242,FARMERS&MERCHANTS STATE BANK,WATERLOO
13249,STATE SB OF MANISTIQUE,MANISTIQUE
13251,CHAMBERS STATE BANK,CHAMBERS
13255,MIDWEST BANK,PIERCE
13264,BANK OF LUXEMBURG,LUXEMBURG
13274,BANK OF COMMERCE,CHELSEA
13297,SOLVAY BANK,SOLVAY
13303,BANK OF ENGLAND,ENGLAND
13305,NEW WASHINGTON STATE BANK,NEW WASHINGTON
13339,STATE BANK&TRUST CO,DEFIANCE
13341,CROGHAN COLONIAL BANK,FREMONT
13366,EXCHANGE BANK&TRUST CO,PERRY
13381,NORTHEAST MISSOURI STB,KIRKSVILLE
13382,FARMERS&MERCHANTS STB SPRING,SPRINGFIELD
13397,BANK OF UTICA,UTICA
13407,FARMERS STATE BANK,CENTER
13413,KAW VALLEY STATE BANK,EUDORA
13415,FARMERS&MERCHANTS BANK,ARNETT
13416,OKLAHOMA STATE BANK,BUFFALO
13421,UNION BANK&TRUST CO,LINCOLN
13430,WADENA STATE BANK,WADENA
13450,INTEGRITY BANK,FOWLER
13454,ROYAL BANK,ELROY
13551,STATE EXCHANGE BANK,LAMONT
13561,FLEETWOOD BANK,FLEETWOOD
13565,BANK OF SUN PRAIRIE,SUN PRAIRIE
13582,STATE BANK OF NAUVOO,NAUVOO
13584,TAMPA STATE BANK,TAMPA
13599,FIRST-LOCKHART NATIONAL BANK,LOCKHART
13600,POINTWEST BANK,WEST
13611,BANK OF MEAD,MEAD
13616,CORYDON STATE BANK,CORYDON
13622,DAYSPRING BANK,GOTHENBURG
13632,FIRST STATE BANK,RUSSELLVILLE
13652,PINE COUNTRY BANK,LITTLE FALLS
13656,UNITED COMMUNITY BANK,MILFORD
13662,FARMERS&MERCHANTS STB BLOOMF,BLOOMFIELD
13692,BRUNSWICK STATE BANK,BRUNSWICK
13696,NEBRASKA STATE BANK,BRISTOW
13703,GREENVILLE NATIONAL BANK,GREENVILLE
13712,LIBERTYVILLE SAVINGS BANK,FAIRFIELD
13715,STATE BANK,SPIRIT LAKE
13716,MIDDLEFIELD BANKING CO,MIDDLEFIELD
13729,PRESCOTT STATE BANK,PRESCOTT
13735,SAVINGS BANK,PRIMGHAR
13736,MAYNARD SAVINGS BANK,MAYNARD
13737,FARMERS&MERCHANTS BANK&TRUST,BURLINGTON
13748,UPSTATE NATIONAL BANK,OGDENSBURG
13753,BLUE GRASS SAVINGS BANK,BLUE GRASS
13774,BENTON COUNTY STATE BANK,BLAIRSTOWN
13775,FARMERS STATE BANK,MOUNTAIN CITY
13784,NORTHERN INTERSTATE BANK N A,NORWAY
13788,CONCORDIA BK OF CONCORDIA MO,CONCORDIA
13794,MCINTOSH COUNTY BANK,ASHLEY
13798,FIRST NB IN FREDONIA,FREDONIA
13801,FARMERS&MERCHANTS BANK,LAOTTO
13802,TWIN VALLEY BANK,WEST ALEXANDRIA
13809,MINNSTAR BANK NATIONAL ASSN,LAKE CRYSTAL
13813,FIRST NB IN PINCKNEYVILLE,PINCKNEYVILLE
13816,BANK 1ST,WEST UNION
13819,COMMERCIAL STATE BANK,WAUSA
13821,CROSS BANK,WYNNE
13832,TRUST BANK,LENOX
13838,FIELD&MAIN BANK,HENDERSON
13843,KENTLAND BANK,KENTLAND
13868,FIRST STATE BANK NEBRASKA,LINCOLN
13876,CNB BANK,CLEARFIELD
13883,FARMERS STATE BANK,MCPHERSON
13887,FARMERS&MERCHANTS BANK,LAFAYETTE
13892,SANDHILLS STATE BANK,NORTH PLATTE
13897,FARMERS STATE BANK,CAMERON
13902,FARMERS STATE BANK OF MEDORA,MEDORA
13905,FIRST TEXOMA NATIONAL BANK,DURANT
13919,SOUTHTRUST BANK N A,GEORGE WEST
13926,STATE BK OF CANTON CANTON KS,CANTON
13931,STATE BANK OF SCHALLER,SCHALLER
13946,FIRST BANK&TRUST CO,PERRY
13947,ALAMOSA STATE BANK,ALAMOSA
13951,COMMUNITY BANK OF LOUISIANA,MANSFIELD
13953,IOWA STATE BANK,HULL
13955,FOUNDATION BANK,MC KENZIE
13959,CBW BANK,WEIR
13960,BANK OF HOUSTON,HOUSTON
13962,BANK OF HARTINGTON,HARTINGTON
13983,GRANVILLE NATIONAL BANK,GRANVILLE
13986,TRANSACT BANK NATIONAL ASSN,DENVER
13990,PALO SAVINGS BANK,PALO
13999,FARMERS&MERCHANTS STATE BANK,SCOTLAND
14009,CHELSEA STATE BANK,CHELSEA
14017,MIDDLETOWN VALLEY BANK,MIDDLETOWN
14024,FARMERS&MERCHANTS BK MOUND C,MOUND CITY
14025,CONNECTIONS BANK,PLATTE CITY
14026,SCRIBNER BANK,SCRIBNER
14028,FIRST GUARANTY BANK,HAMMOND
14029,FIRST LIBERTY BANK,OKLAHOMA CITY
14036,MISSOURI BANK,WARRENTON
14056,FARMERS&MERCHANTS BK ST CLAI,SAINT CLAIR
14058,GREAT PLAINS STATE BANK,PETERSBURG
14065,PINNACLE BANK,ELBERTON
14069,STATE BANK OF SCOTIA,SCOTIA
14073,COUNTY NATIONAL BANK,HILLSDALE
14079,GNB BANK,GRUNDY CENTER
14083,BISON STATE BANK,BISON
14095,FIRST NB IN FALFURRIAS,FALFURRIAS
14096,GENERATIONS BANK,EXETER
14113,PEOPLES STATE BANK,ELLETTSVILLE
14134,PASSUMPSIC SAVINGS BANK,SAINT JOHNSBURY
14136,WELLS RIVER SAVINGS BANK,WELLS RIVER
14140,NORTHFIELD SAVINGS BANK,NORTHFIELD
14158,UNION BANK,MORRISVILLE
14168,PEOPLES TR CO OF ST ALBANS,SAINT ALBANS
14178,SILEX BANKING CO,SILEX
14184,MARION COMMUNITY BANK,MARION
14185,FIRST STATE B&T CO INC,CARUTHERSVILLE
14195,FARMERS TRUST&SAVINGS BANK,BUFFALO CENTER
14207,LINCOLN SAVINGS BANK,REINBECK
14208,SECURITY SAVINGS BANK,GOWRIE
14209,FARMERS STATE BANK,MARION
14222,SECURITY FINANCIAL BANK,DURAND
14225,HOME NB OF THORNTOWN,THORNTOWN
14230,MALVERN BANK,MALVERN
14247,UNITED BANK&TRUST CO,HAMPTON
14260,WALTERS BANK&TRUST CO,WALTERS
14264,CORNHUSKER BANK,LINCOLN
14266,NATIONAL BANK OF COMMERCE,SUPERIOR
14269,CITIZENS STATE BANK,MARYSVILLE
14275,FARMERS&MERCHANTS BANK,MILLIGAN
14276,FIRST BANK UPPER MICHIGAN,GLADSTONE
14281,FIRST BANK OF UTICA,UTICA
14291,BANK,WAPELLO
14293,CITIZENS BANK&TRUST,ROCK PORT
14311,ADAMS COUNTY BANK,KENESAW
14312,FIVE POINTS BANK OF HASTINGS,HASTINGS
14316,BENTON STATE BANK,BENTON
14327,HORIZON BANK,WAVERLY
14331,FIRSTBANK,ANTLERS
14333,COMMERCIAL BANK&TRUST OF PA,LATROBE
14334,UNITED BANK OF UNION,UNION
14344,FARMERS STATE BANK,PHILLIPSBURG
14349,BANK OF SALEM,SALEM
14352,FEDERATION BANK,WASHINGTON
14355,FIRST CITIZENS NB UPPER SAND,UPPER SANDUSKY
14359,JERSEY SHORE STATE BANK,WILLIAMSPORT
14382,FIDELITY BANK&TRUST,DUBUQUE
14392,FARMERS TRUST&SAVINGS BANK,WILLIAMSBURG
14399,HASKELL NATIONAL BANK,HASKELL
14400,FIRST NB IN TIGERTON,TIGERTON
14404,FARMERS STB OF NEWCASTLE,NEWCASTLE
14410,CITY STATE BANK,NORWALK
14413,IOWA ST B&T CO FAIRFLD IA,FAIRFIELD
14415,BELLEVUE STATE BANK,BELLEVUE
14420,FNB BANK,GOODLAND
14427,FIRST NB IN DERIDDER,DERIDDER
14445,FARMERS&MERCHANTS UNION BANK,COLUMBUS
14488,CITIZENS BANK,NEW HAVEN
14491,BANK OF CHARLOTTE COUNTY,PHENIX
14492,HOMEBANK,PALMYRA
14507,CNB BANK INC,BERKELEY SPRINGS
14513,THUMB BANK&TRUST,PIGEON
14521,BANK IOWA,WEST DES MOINES
14522,PCSB BANK,CLARINDA
14523,ANTWERP EXCHANGE BANK CO,ANTWERP
14531,AMARILLO NATIONAL BANK,AMARILLO
14546,NEW ERA BANK,FREDERICKTOWN
14556,EXCHANGE STB OF ST PAUL KS,SAINT PAUL
14560,UNION STATE BANK,WEST SALEM
14561,STATE BANK OF MEDORA,MEDORA
14567,FIRST NATIONAL BANK IN OLNEY,OLNEY
14574,ODIN STATE BANK,ODIN
14578,FARMERS STATE BANK,LAGRANGE
14581,CLARKSON BANK,CLARKSON
14584,FIRST NB IN TRINIDAD,TRINIDAD
14587,UNIVERSITY BANK,ANN ARBOR
14597,UNION BANK,MENA
14604,COMMUNITY POINT BANK,RUSSELLVILLE
14619,SAVANNAH BANK NATIONAL ASSN,SAVANNAH
14633,COMMUNITY SAVINGS BANK,EDGEWOOD
14636,PEOPLES BANK,COLDWATER
14642,COMMERCIAL BANK,HONEA PATH
14644,MALVERN NATIONAL BANK,MALVERN
14646,NEWFIELD NATIONAL BANK,NEWFIELD
14649,COMMUNITY BANK,DUNLAP
14650,HILLS BANK&TRUST CO,HILLS
14660,BANK OF PRAIRIE DU SAC,PRAIRIE DU SAC
14662,TRUSTBANK,OLNEY
14674,FIRST NATIONAL BANK IN AMBOY,AMBOY
14679,INDUSTRIAL BANK,WASHINGTON
14690,IOWA SAVINGS BANK,CARROLL
14692,PEOPLES BANK,CLIVE
14694,CEDAR VALLEY BANK&TRUST,LA PORTE CITY
14695,MA BANK,MACON
14701,BANK OF NEW MADRID,NEW MADRID
14705,DEWITT BANK&TRUST CO,DEWITT
14712,FIRST NATIONAL BANK,FORT PIERRE
14722,UNION BANK,GRAND RAPIDS
14730,FRONTIER BANK,LAMAR
14731,CITIZENS NB OF QUITMAN,QUITMAN
14735,FIRST CMTY BK HEARTLAND INC,CLINTON
14744,WILLIAMSTOWN BANK INC,WILLIAMSTOWN
14761,1NB BANK,CARLYLE
14769,DMB COMMUNITY BANK,MADISON
14772,DANVILLE STATE SAVINGS BANK,NEW LONDON
14773,STATE SAVINGS BANK,BEDFORD
14779,CITIZENS NB AT BROWNWOOD,BROWNWOOD
14785,CITIZENS SAVINGS BANK,MARSHALLTOWN
14801,FIRST STATE BANK&TRUST,WILLISTON
14807,FARMERS SAVINGS BANK,COLESBURG
14809,HEARTLAND BANK,SOMERS
14812,TS BANK,TREYNOR
14820,CITIZENS NB OF HAMMOND,HAMMOND
14836,FIRST NB IN NEW BREMEN,NEW BREMEN
14843,MIDWESTONE BANK,IOWA CITY
14851,CITIZENS BANK,ELIZABETHTON
14853,FIRST NB AT ST JAMES,SAINT JAMES
14857,STATE STREET BANK&TRUST CO,QUINCY
14863,LINKBANK,CAMP HILL
14864,STOCKMENS NB IN COTULLA,COTULLA
14867,HOME STATE BANK,JEFFERSON
14868,PEOPLES SAVINGS BANK,WELLSBURG
14883,COMMUNITY STATE BANK,AVILLA
14885,FIRST BANK,KETCHIKAN
14894,FARMERS BANK,NICHOLASVILLE
14899,BLUE SKY BANK,PAWHUSKA
14904,FIRST COMMUNITY BANK,NEWELL
14907,INTERNATIONAL BK OF AMHERST,AMHERST
14911,SHELL LAKE STATE BANK,SHELL LAKE
14912,BANK OF DIXON COUNTY,PONCA
14914,COLLINS STATE BANK,COLLINS
14920,HAMLER STATE BANK,HAMLER
14922,F&M BANK,WEST POINT
14929,WEST SHORE BANK,LUDINGTON
14930,FIRST IOWA STATE BANK,ALBIA
14952,LYON COUNTY STATE BANK,EMPORIA
14960,STATE BANK OF REESEVILLE,REESEVILLE
14966,SECURITY NB OF ENID,ENID
14969,KISH BANK,BELLEVILLE
14974,FIRST STATE BANK&TRUST,TONGANOXIE
14982,UNION STATE BANK,WINTERSET
14991,FARMERS STATE BANK,NEW MADISON
14995,RIVER BANK,STODDARD
14999,PORT AUSTIN STATE BANK,PORT AUSTIN
15010,COLUMBUS BANK&TRUST CO,COLUMBUS
15019,FIRST BANK,SOUTHERN PINES
15032,FIRST STATE BANK,EASTPOINTE
15035,RIVERWIND BANK,AUGUSTA
15038,VALLEY STATE BANK,BELLE PLAINE
15046,PEOPLES COMMUNITY BANK,MAZOMANIE
15050,FIRST STATE BANK,LONOKE
15059,LOUISIANA NATIONAL BANK,RUSTON
15078,JUNCTION NATIONAL BANK,JUNCTION
15085,ARTHUR STATE BANK,UNION
15091,LAKE RIDGE BANK,MIDDLETON
15092,RICHLAND COUNTY BANK,RICHLAND CENTER
15098,UNION STATE BANK,OLSBURG
15101,SENATH STATE BANK,SENATH
15104,BANK OF YORK,YORK
15105,ZAVALA COUNTY BANK,CRYSTAL CITY
15111,CITIZENS STATE BANK,GRIDLEY
15113,BANK OF GREELEYVILLE,GREELEYVILLE
15118,GATEWAY FIRST BANK,JENKS
15136,BANK OF WISCONSIN DELLS,WISCONSIN DELLS
15146,GREAT NORTH BANK,FLORENCE
15152,BLACK RIVER COUNTRY BANK,BLACK RIVER FALL
15164,FARMERS STB OF WESTMORELAND,WESTMORELAND
15165,PEOPLES STB OF MUNISING,MUNISING
15194,KCB BANK,LAKIN
15200,DECORAH BANK&TRUST CO,DECORAH
15205,BANK3,MEMPHIS
15206,FIRST STATE BANK,ATHENS
15214,FIRST CENTRAL NB OF ST PARIS,ST. PARIS
15216,PEOPLES BANK,LYONS
15228,BANK OF KAUKAUNA,KAUKAUNA
15229,FIRST BUSINESS BANK,MADISON
15237,JOHNSON STATE BANK,JOHNSON
15242,NORTHERN STATE BANK,ASHLAND
15243,PUTNAM COUNTY BANK,HURRICANE
15249,UNITED CITIZENS B&T CO,CAMPBELLSBURG
15254,CITIZENS STATE BANK&TRUST CO,COUNCIL GROVE
15255,GREENFIELD BANKING CO,GREENFIELD
15258,FARMERS STATE BANK,HOLTON
15259,ELK STATE BANK,CLYDE
15261,CITIZENS STATE BANK,HUGOTON
15264,PEOPLES SB OF RHINELAND,RHINELAND
15270,MERIT BANK,HUNTSVILLE
15271,FIRST STATE BANK,NEW LONDON
15272,MARION COUNTY STATE BANK,PELLA
15282,HERITAGE COMMUNITY BANK,UNION
15286,NORTHERN STB THIEF RIVER FAL,THIEF RIVER FALL
15305,DENISON STATE BANK,HOLTON
15306,TRUCOMMUNITY BANK,GARRISON
15310,CB&S BANK INC,RUSSELLVILLE
15311,IOWA FALLS STATE BANK,IOWA FALLS
15321,FIRST STATE BANK,WEBSTER CITY
15323,SILVER LAKE BANK,TOPEKA
15324,SECURITY BANK&TRUST CO,GLENCOE
15326,UNION BANKING CO,WEST MANSFIELD
15334,ROLLING HILLS BANK&TRUST,ATLANTIC
15336,DURDEN BANKING CO INC,TWIN CITY
15345,TXN BANK,HONDO
15346,COMMERCE BANK TEXAS,STOCKDALE
15347,SECURITY BK OF PULASKI CNTY,SAINT ROBERT
15348,FIRST BANK&TRUST CO,CLINTON
15355,MARION STATE BANK,MARION
15359,SOUTHERN BANK&TRUST CO,MOUNT OLIVE
15362,BELT VALLEY BANK,BELT
15364,FIRST STATE BANK,RANDOLPH
15367,FARMERS STATE BANK,GROESBECK
15399,RCB BANK,CLAREMORE
15405,HOUGHTON STATE BANK,RED OAK
15415,PEOPLES BANK OF WYACONDA MO,KAHOKA
15423,AMERICAN BANK OF FREEDOM,WELLSVILLE
15427,CHELSEA SAVINGS BANK,BELLE PLAINE
15442,ROBERT LEE STATE BANK,ROBERT LEE
15443,LAKE ELMO BANK,LAKE ELMO
15444,AMERICAN ST B&T CO WILLISTON,WILLISTON
15460,SPUR SECURITY BANK,SPUR
15463,STATE BANK OF DE KALB,DE KALB
15465,UNITED SOUTHERN BANK,UMATILLA
15469,FIRST STATE BANK OF RANSOM,RANSOM
15471,FIRST STATE BANK OF CANDO,CANDO
15472,FIRST UNITED BANK,PARK RIVER
15477,CITIZENS BANK OF AMERICUS,AMERICUS
15478,UNITED VALLEY BANK,CAVALIER
15480,COLEMAN COUNTY STATE BANK,COLEMAN
15489,WEST PLAINS BANK&TRUST CO,WEST PLAINS
15496,FIRST STATE BANK OF BLAKELY,BLAKELY
15501,LYTLE STB OF LYTLE TEXAS,LYTLE
15510,AMERISTATE BANK,ATOKA
15511,FIRST STATE BANK,GAINESVILLE
15519,CITIZENS STATE BANK,MILES
15523,MUENSTER STATE BANK,MUENSTER
15532,CENTREBANK,VEEDERSBURG
15539,FIRST STATE BANK,BUXTON
15545,FRONTIER BANK,OMAHA
15546,CHILLICOTHE STATE BANK,CHILLICOTHE
15547,BANK OF LAKE VILLAGE,LAKE VILLAGE
15555,CENTRAL BANK,STORM LAKE
15562,PIONEER BANK&TRUST,BELLE FOURCHE
15565,FIRST SOUTHERN BANK,MARION
15566,HOOSIER HEARTLAND STATE BANK,CRAWFORDSVILLE
15572,FIRST NB OF PULASKI,PULASKI
15578,INTEGRITY BANK PLUS,WABASSO
15580,FIRST BANK OF COASTAL GA,PEMBROKE
15584,MID-MISSOURI BANK,SPRINGFIELD
15585,BAY PORT STATE BANK,BAY PORT
15590,TAYLOR COUNTY BANK,CAMPBELLSVILLE
15593,IPSWICH STATE BANK,IPSWICH
15597,SECURITY STB OF KENYON,KENYON
15598,HORIZON FINANCIAL BANK,MUNICH
15606,HAMILTON BANK,HAMILTON
15610,FARMERS&MERCHANTS STATE BANK,WINTERSET
15614,WEST BANK,WEST DES MOINES
15621,FIRST FARMERS&MERCHANTS STB,GRAND MEADOW
15629,QUOIN FINANCIAL BANK,MILLER
15632,GREENFIELD BANKING CO,GREENFIELD
15651,STATE BANK&TRUST CO,NEVADA
15657,ALLIANCE BANK CENTRAL TEXAS,WOODWAY
15663,FIRST STATE BANK,WAYNESBORO
15664,FREEDOM BANK INC,BELINGTON
15669,MCBANK,GOLDTHWAITE
15671,BANK OF CLARENDON,MANNING
15675,CITIZENS BANK&TRUST CO,CAMPBELLSVILLE
15687,GRANT COUNTY STATE BANK,SWAYZEE
15690,CLEAR LAKE BANK&TRUST CO,CLEAR LAKE
15699,PINELAND BANK,ALMA
15701,SEYMOUR BANK,SEYMOUR
15703,TOWN&COUNTRY BANK&TRUST CO,BARDSTOWN
15708,CASEY COUNTY BANK INC,LIBERTY
15728,DAKOTA COMMUNITY B&T NA,HEBRON
15729,PARTNERS BANK,HELENA
15731,SECURITY BANK OF TEXAS,CRAWFORD
15734,SECURITY SAVINGS BANK,CANTON
15741,COMMERCIAL BANK OF MOTT,MOTT
15749,SECURITY STATE BANK,EMERY
15751,FLAT BRANCH BANK,RICHMOND
15752,FIRST STATE BANK,MENDOTA
15760,CITIZENS NB OF ALBION,ALBION
15762,FIRST AMERICAN BANK,STONEWALL
15763,FIRST NB OF NOKOMIS,NOKOMIS
15767,FIRST SECURITY BANK-HENDRICK,HENDRICKS
15771,NORTHEAST GEORGIA BANK,LAVONIA
15772,MEDIAPOLIS SAVINGS BANK,MEDIAPOLIS
15778,GRANT COUNTY BANK,MEDFORD
15779,FARMERS&MERCHANTS BANK,BERLIN
15784,STOCK EXC BK CALDWELL KS,CALDWELL
15792,PEOPLES BK OF MONITEAU CNTY,JAMESTOWN
15797,BROADWAY NATIONAL BANK,SAN ANTONIO
15799,PREMIER COMMUNITY BANK,MARION
15801,FARMERS&MERCHANTS BANK,BALDWYN
15808,IOWA STATE BANK,DES MOINES
15809,SECURITY STATE BANK&TRUST,FREDERICKSBURG
15815,CENTRAL BANK&TRUST CO,LEXINGTON
15817,GENESIS BANK,BENOIT
15820,RED RIVER STATE BANK,HALSTAD
15826,CLAXTON BANK,CLAXTON
15839,SECURITY STATE BANK,ALGONA
15847,SUNRISE BANK DAKOTA,ONIDA
15853,FARMERS STATE BANK,FAIRVIEW
15871,PEOPLES BANK,RIPLEY
15873,MILLEDGEVILLE STATE BANK,MILLEDGEVILLE
15883,DEMOTTE STATE BANK,DEMOTTE
15898,FIRST STB OF LIVINGSTON,LIVINGSTON
15899,FUSION BANK,LARNED
